NAD83 UTM 19N (EPSG 26919), NADV88
146,25im,4723974.699,354720.024,1.400
147,25im,4723972.931,354717.332,1.384
148,25im,4723971.410,354716.535,1.382
149,25im,4723968.642,354717.149,1.352
150,25im,4723967.613,354718.597,1.330
151,25im,4723963.832,354716.416,1.302
152,25im,4723963.398,354718.675,1.372
153,25im,4723961.623,354720.333,1.353
154,25im,4723957.366,354721.289,1.327
155,25im,4723955.092,354718.535,1.301
156,25im,4723957.119,354716.053,1.339
157,25im,4723954.699,354714.178,1.354
158,25im,4723949.232,354714.175,1.335
159,25im,4723945.599,354712.729,1.376
160,25im,4723947.726,354708.633,1.349
161,25im,4723947.012,354704.980,1.320
162,25im,4723950.700,354703.399,1.388
163,25im,4723952.760,354700.154,1.348
164,25im,4723955.859,354696.719,1.364
165,25im,4723956.569,354693.718,1.376
166,25im,4723956.240,354690.649,1.301
167,25im,4723959.266,354688.311,1.374
168,25im,4723959.781,354685.732,1.320
169,25im,4723960.134,354685.699,1.325
170,25im,4723960.951,354684.260,1.314
171,25im,4723962.195,354683.820,1.329
172,25im,4723962.928,354685.599,1.406
173,25im,4723965.062,354684.786,1.404
174,25im,4723966.402,354683.137,1.389
175,25im,4723964.217,354681.718,1.398
176,25im,4723965.820,354679.344,1.527
177,25im,4723964.149,354678.460,1.469
178,25im,4723960.716,354679.445,1.531
179,25im,4723960.594,354679.406,1.349
180,25im,4723962.028,354676.731,1.320
181,25im,4723962.984,354673.632,1.317
182,25im,4723964.379,354671.175,1.321
183,25im,4723965.872,354667.110,1.302
184,25im,4723967.655,354667.015,1.298
185,25im,4723970.406,354670.714,1.344
186,25im,4723972.229,354670.688,1.356
187,25im,4723972.496,354673.676,1.378
188,25im,4723974.152,354674.756,1.352
189,25im,4723975.363,354678.613,1.370
190,25im,4723975.806,354681.590,1.396
191,25im,4723977.615,354682.039,1.372
192,25im,4723976.804,354682.699,1.439
193,25im,4723977.351,354685.160,1.360
194,25im,4723980.920,354685.754,1.356
195,25im,4723983.741,354685.655,1.410
196,25im,4723985.755,354684.558,1.405
197,25im,4723987.256,354681.428,1.295
198,25im,4723988.146,354679.282,1.295
199,25im,4723989.100,354676.776,1.290
200,25im,4723989.707,354674.283,1.285
201,25im,4723989.346,354672.378,1.324
202,25im,4723988.519,354670.886,1.299
203,25im,4723989.831,354670.142,1.278
204,25im,4723990.245,354667.689,1.270
205,25im,4723991.502,354665.225,1.298
206,25im,4723990.140,354663.711,1.311
207,25im,4723990.964,354660.456,1.334
208,25im,4723989.542,354659.298,1.338
209,25im,4723987.214,354659.865,1.382
210,25im,4723984.811,354658.491,1.367
211,25im,4723982.908,354657.365,1.336
212,25im,4723979.280,354657.850,1.314
213,25im,4723975.931,354657.344,1.369
214,25im,4723975.288,354659.460,1.308
215,25im,4723971.985,354661.079,1.283
216,25im,4723968.265,354660.794,1.254
217,25im,4723967.553,354662.971,1.318
218,25im,4723966.627,354660.585,1.356
219,25im,4723964.096,354657.949,1.287
220,25im,4723961.457,354656.773,1.309
221,25im,4723958.439,354656.190,1.286
222,25im,4723957.759,354654.277,1.223
223,25im,4723956.367,354652.497,1.302
224,25im,4723956.815,354650.306,1.292
225,25im,4723955.875,354648.600,1.372
226,25im,4723956.596,354646.310,1.301
227,25im,4723956.548,354645.014,1.276
228,25im,4723962.493,354644.525,1.389
229,25im,4723961.926,354643.609,1.300
230,25im,4723960.562,354643.472,1.294
231,25im,4723962.736,354642.606,1.294
232,25im,4723964.594,354641.931,1.294
233,25im,4723966.172,354640.200,1.363
234,25im,4723968.013,354638.757,1.291
235,25im,4723969.092,354637.818,1.282
236,25im,4723970.954,354637.540,1.303
237,25im,4723972.376,354636.662,1.322
238,25im,4723973.904,354636.744,1.327
239,25im,4723974.984,354635.305,1.337
240,25im,4723975.935,354634.383,1.325
241,25im,4723976.892,354631.705,1.304
242,25im,4723979.638,354629.146,1.319
243,25im,4723981.855,354629.003,1.334
244,25im,4723977.993,354623.485,1.303
245,25im,4723977.583,354624.705,1.321
246,25im,4723976.744,354625.009,1.333
247,25im,4723976.571,354626.116,1.337
248,25im,4723975.352,354626.995,1.312
249,25im,4723975.462,354628.367,1.303
250,25im,4723975.460,354628.908,1.326
251,25im,4723975.794,354629.667,1.283
252,25im,4723974.736,354631.104,1.268
253,25im,4723974.653,354632.620,1.282
254,25im,4723974.238,354633.197,1.282
255,25im,4723974.395,354634.075,1.265
256,25im,4723972.771,354634.635,1.302
257,25im,4723972.269,354633.469,1.305
258,25im,4723973.133,354632.831,1.282
259,25im,4723973.103,354630.978,1.311
260,25im,4723972.868,354630.060,1.285
261,25im,4723973.626,354629.304,1.313
262,25im,4723973.702,354628.379,1.298
263,25im,4723973.296,354627.900,1.300
264,25im,4723974.101,354626.780,1.321
265,25im,4723974.212,354625.097,1.312
266,25im,4723975.118,354624.522,1.108
267,25im,4723975.910,354624.365,1.322
268,22q,4723881.883,354720.722,-0.294
269,22q,4723882.244,354718.514,-0.595
270,22q,4723881.347,354716.262,-0.446
271,22q,4723881.093,354713.487,-0.085
272,22q,4723881.841,354711.851,-0.368
273,22q,4723877.589,354713.899,-0.093
274,22q,4723877.593,354717.351,-0.596
275,22q,4723877.989,354720.390,-0.208
276,22q,4723878.305,354725.233,-0.047
277,22q,4723882.748,354731.070,-0.381
278,22q,4723884.321,354736.614,-0.248
279,22q,4723888.311,354742.189,-0.462
280,22q,4723891.989,354744.059,-0.306
281,22q,4723892.807,354740.128,-0.418
282,22q,4723895.665,354740.619,-0.220
283,22q,4723963.252,354776.771,0.338
284,22q,4723963.322,354776.512,1.044
285,22q,4723963.952,354777.108,0.273
286,22q,4723964.206,354776.973,1.129
287,22q,4723963.383,354778.523,0.165
288,22q,4723963.574,354778.672,0.932
289,22q,4723961.402,354780.591,-0.133
290,22q,4723961.512,354780.677,0.724
291,22q,4723958.911,354783.300,0.099
292,22q,4723959.158,354783.529,0.726
293,22q,4723958.139,354785.129,-0.061
294,22q,4723958.364,354785.141,0.675
295,22q,4723957.663,354786.935,0.139
296,22q,4723958.235,354787.048,0.712
297,25im,4723977.987,354778.457,1.277
298,25im,4723978.565,354777.250,1.190
299,25im,4723979.917,354776.543,1.240
300,25im,4723981.278,354777.403,1.319
301,25im,4723979.430,354779.313,1.217
302,25im,4723978.488,354778.977,1.281
303,25im,4723984.628,354781.366,1.283
304,25im,4723985.115,354779.924,1.280
305,25im,4723985.832,354779.249,1.246
306,25im,4723986.617,354779.147,1.252
307,25im,4723987.179,354778.339,1.268
308,25im,4723988.389,354777.328,1.276
309,25im,4723989.422,354778.303,1.250
310,25im,4723987.283,354782.483,1.259
311,25im,4723985.375,354782.490,1.236
312,25im,4723999.181,354760.765,1.089
313,25im,4723998.950,354760.110,1.074
314,25im,4723998.677,354759.753,1.061
315,25im,4723998.517,354758.896,0.758
316,25im,4723999.676,354757.923,0.474
317,25im,4724002.147,354756.846,1.086
318,25im,4724003.865,354756.171,1.142
319,25im,4724004.857,354756.870,0.984
320,25im,4724005.660,354759.358,1.121
321,25im,4724004.454,354761.655,1.139
322,25im,4724004.915,354738.076,1.315
323,25im,4724005.262,354736.984,1.307
324,25im,4724005.220,354735.723,1.317
325,25im,4724006.870,354735.358,0.805
326,25im,4724010.592,354736.790,1.242
327,25im,4724014.547,354733.136,1.265
328,25im,4724011.134,354730.017,1.295
329,25im,4724013.953,354730.212,1.251
330,25im,4724015.695,354730.787,1.294
331,25im,4724016.644,354729.336,1.288
332,25im,4724018.332,354727.632,1.263
333,25im,4724020.591,354724.654,1.281
334,25im,4724021.378,354726.435,1.295
335,25im,4724025.714,354725.376,1.283
336,25im,4724030.775,354723.008,1.309
337,25im,4724031.879,354716.840,1.295
338,25im,4724030.710,354712.465,1.275
339,25im,4724032.518,354711.285,1.308
340,25im,4724032.060,354707.618,1.292
341,25im,4724029.712,354705.156,1.295
342,25im,4724027.044,354705.105,1.325
343,25im,4724027.706,354709.353,1.201
344,25im,4724024.647,354708.909,1.319
345,25im,4724022.632,354708.547,1.334
346,25im,4724021.427,354710.316,1.317
347,25im,4724021.839,354713.592,1.303
348,25im,4724022.050,354717.064,1.313
349,25im,4724019.868,354719.535,1.343
350,25im,4724019.062,354722.665,1.307
351,25im,4724016.132,354725.156,1.340
352,25im,4724011.567,354727.925,1.310
353,25im,4724009.130,354729.990,1.313
354,25im,4724005.431,354732.650,1.289
355,25im,4723921.609,354701.304,1.319
356,25im,4723921.012,354702.748,1.334
357,25im,4723920.234,354703.886,1.317
358,25im,4723918.982,354704.726,1.325
359,25im,4723917.682,354705.277,1.317
360,25im,4723917.230,354706.110,1.314
361,25im,4723916.825,354706.950,1.319
362,25im,4723917.874,354707.380,1.329
363,25im,4723917.508,354708.525,1.322
364,25im,4723916.088,354708.745,1.316
365,25im,4723914.971,354708.220,1.328
366,25im,4723913.354,354708.594,1.305
367,25im,4723912.358,354707.810,1.281
368,25im,4723912.573,354705.993,1.301
369,25im,4723913.697,354704.393,1.325
370,25im,4723914.599,354703.192,1.322
371,25im,4723915.918,354702.204,1.346
372,25im,4723917.370,354701.628,1.268
373,25im,4723919.110,354700.715,1.294
374,25im,4723920.403,354700.737,1.352
